"departure_airport","arrival_airport","per_month","people_flown","sum","piople","npa"
"Ноябрьск - Noyabrsk Airport (NOJ)","Новый Уренгой - Novy Urengoy Airport (NUX)","08","73","240900.00","14889","few"
"Ноябрьск - Noyabrsk Airport (NOJ)","Новый Уренгой - Novy Urengoy Airport (NUX)","06","158","521400.00","14889","few"
"Ноябрьск - Noyabrsk Airport (NOJ)","Новый Уренгой - Novy Urengoy Airport (NUX)","05","65","214500.00","14889","few"
"Чита - Chita-Kadala Airport (HTA)","Новый Уренгой - Novy Urengoy Airport (NUX)","08","383","9938100.00","14889","few"
"Чита - Chita-Kadala Airport (HTA)","Новый Уренгой - Novy Urengoy Airport (NUX)","07","765","19798000.00","14889","few"
"Чита - Chita-Kadala Airport (HTA)","Новый Уренгой - Novy Urengoy Airport (NUX)","06","723","18746100.00","14889","few"
"Чита - Chita-Kadala Airport (HTA)","Новый Уренгой - Novy Urengoy Airport (NUX)","05","217","5629400.00","14889","few"
"Ханты-Мансийск - Khanty Mansiysk Airport (HMA)","Новый Уренгой - Novy Urengoy Airport (NUX)","08","117","772200.00","14889","few"
"Когалым - Kogalym International Airport (KGP)","Новый Уренгой - Novy Urengoy Airport (NUX)","08","105","462000.00","14889","few"
"Когалым - Kogalym International Airport (KGP)","Новый Уренгой - Novy Urengoy Airport (NUX)","07","222","976800.00","14889","few"
"Когалым - Kogalym International Airport (KGP)","Новый Уренгой - Novy Urengoy Airport (NUX)","06","213","937200.00","14889","few"
"Москва - Domodedovo International Airport (DME)","Норильск - Norilsk-Alykel Airport (NSK)","05","1086","38716700.00","13318","few"
"Екатеринбург - Koltsovo Airport (SVX)","Норильск - Norilsk-Alykel Airport (NSK)","05","562","13452500.00","13318","few"
"Екатеринбург - Koltsovo Airport (SVX)","Норильск - Norilsk-Alykel Airport (NSK)","06","2299","54785900.00","13318","few"
"Екатеринбург - Koltsovo Airport (SVX)","Норильск - Norilsk-Alykel Airport (NSK)","07","2372","56416500.00","13318","few"
"Екатеринбург - Koltsovo Airport (SVX)","Норильск - Norilsk-Alykel Airport (NSK)","08","1154","27641800.00","13318","few"
"Москва - Domodedovo International Airport (DME)","Норильск - Norilsk-Alykel Airport (NSK)","06","2301","82266400.00","13318","few"
"Москва - Domodedovo International Airport (DME)","Норильск - Norilsk-Alykel Airport (NSK)","07","2392","86207200.00","13318","few"
"Москва - Domodedovo International Airport (DME)","Норильск - Norilsk-Alykel Airport (NSK)","08","1152","41143400.00","13318","few"
"Новый Уренгой - Novy Urengoy Airport (NUX)","Ноябрьск - Noyabrsk Airport (NOJ)","08","177","584100.00","3294","very few"
"Новый Уренгой - Novy Urengoy Airport (NUX)","Ноябрьск - Noyabrsk Airport (NOJ)","05","119","392700.00","3294","very few"
"Санкт-Петербург - Pulkovo Airport (LED)","Ноябрьск - Noyabrsk Airport (NOJ)","07","135","3222000.00","3294","very few"
"Москва - Sheremetyevo International Airport (SVO)","Ноябрьск - Noyabrsk Airport (NOJ)","08","211","4744400.00","3294","very few"
"Москва - Sheremetyevo International Airport (SVO)","Ноябрьск - Noyabrsk Airport (NOJ)","07","398","8949000.00","3294","very few"
"Москва - Sheremetyevo International Airport (SVO)","Ноябрьск - Noyabrsk Airport (NOJ)","06","354","7958600.00","3294","very few"
"Москва - Sheremetyevo International Airport (SVO)","Ноябрьск - Noyabrsk Airport (NOJ)","05","137","3082700.00","3294","very few"
"Санкт-Петербург - Pulkovo Airport (LED)","Ноябрьск - Noyabrsk Airport (NOJ)","08","60","1432800.00","3294","very few"
"Новый Уренгой - Novy Urengoy Airport (NUX)","Ноябрьск - Noyabrsk Airport (NOJ)","07","363","1197900.00","3294","very few"
"Новый Уренгой - Novy Urengoy Airport (NUX)","Ноябрьск - Noyabrsk Airport (NOJ)","06","374","1234200.00","3294","very few"
"Санкт-Петербург - Pulkovo Airport (LED)","Ноябрьск - Noyabrsk Airport (NOJ)","05","42","1008000.00","3294","very few"
"Санкт-Петербург - Pulkovo Airport (LED)","Ноябрьск - Noyabrsk Airport (NOJ)","06","121","2870000.00","3294","very few"
"Москва - Vnukovo International Airport (VKO)","Ноябрьск - Noyabrsk Airport (NOJ)","08","147","3340600.00","3294","very few"
"Москва - Vnukovo International Airport (VKO)","Ноябрьск - Noyabrsk Airport (NOJ)","07","267","6089400.00","3294","very few"
"Москва - Vnukovo International Airport (VKO)","Ноябрьск - Noyabrsk Airport (NOJ)","06","279","6365200.00","3294","very few"
"Москва - Vnukovo International Airport (VKO)","Ноябрьск - Noyabrsk Airport (NOJ)","05","110","2502100.00","3294","very few"
"Москва - Sheremetyevo International Airport (SVO)","Нягань - Nyagan Airport (NYA)","06","80","1393000.00","253","very few"
"Москва - Sheremetyevo International Airport (SVO)","Нягань - Nyagan Airport (NYA)","08","40","695600.00","253","very few"
"Москва - Sheremetyevo International Airport (SVO)","Нягань - Nyagan Airport (NYA)","05","34","597200.00","253","very few"
"Москва - Sheremetyevo International Airport (SVO)","Нягань - Nyagan Airport (NYA)","07","99","1719900.00","253","very few"
"Воркута - Vorkuta Airport (VKT)","Омск - Omsk Central Airport (OMS)","05","487","7266400.00","11267","few"
"Воркута - Vorkuta Airport (VKT)","Омск - Omsk Central Airport (OMS)","07","1414","21082600.00","11267","few"
"Воркута - Vorkuta Airport (VKT)","Омск - Omsk Central Airport (OMS)","06","1352","20155200.00","11267","few"
"Москва - Sheremetyevo International Airport (SVO)","Омск - Omsk Central Airport (OMS)","06","1600","45148600.00","11267","few"
"Москва - Sheremetyevo International Airport (SVO)","Омск - Omsk Central Airport (OMS)","07","1632","45919000.00","11267","few"
"Нижнекамск - Begishevo Airport (NBC)","Омск - Omsk Central Airport (OMS)","05","25","340100.00","11267","few"
"Москва - Sheremetyevo International Airport (SVO)","Омск - Omsk Central Airport (OMS)","05","636","17994800.00","11267","few"
"Москва - Vnukovo International Airport (VKO)","Омск - Omsk Central Airport (OMS)","08","401","9144000.00","11267","few"
"Москва - Vnukovo International Airport (VKO)","Омск - Omsk Central Airport (OMS)","07","814","18550400.00","11267","few"
"Москва - Vnukovo International Airport (VKO)","Омск - Omsk Central Airport (OMS)","06","785","17879600.00","11267","few"
"Москва - Vnukovo International Airport (VKO)","Омск - Omsk Central Airport (OMS)","05","323","7350400.00","11267","few"
"Воркута - Vorkuta Airport (VKT)","Омск - Omsk Central Airport (OMS)","08","670","9988800.00","11267","few"
"Нижнекамск - Begishevo Airport (NBC)","Омск - Omsk Central Airport (OMS)","08","56","762500.00","11267","few"
"Нижнекамск - Begishevo Airport (NBC)","Омск - Omsk Central Airport (OMS)","07","145","1969200.00","11267","few"
"Нижнекамск - Begishevo Airport (NBC)","Омск - Omsk Central Airport (OMS)","06","119","1627300.00","11267","few"
"Москва - Sheremetyevo International Airport (SVO)","Омск - Omsk Central Airport (OMS)","08","808","22590800.00","11267","few"
"Бугульма - Bugulma Airport (UUA)","Оренбург - Orenburg Central Airport (REN)","07","1285","4663200.00","13682","few"
"Бугульма - Bugulma Airport (UUA)","Оренбург - Orenburg Central Airport (REN)","05","572","2079200.00","13682","few"
"Санкт-Петербург - Pulkovo Airport (LED)","Оренбург - Orenburg Central Airport (REN)","08","147","2649300.00","13682","few"
"Санкт-Петербург - Pulkovo Airport (LED)","Оренбург - Orenburg Central Airport (REN)","07","295","5325500.00","13682","few"
"Санкт-Петербург - Pulkovo Airport (LED)","Оренбург - Orenburg Central Airport (REN)","05","107","1931500.00","13682","few"
"Уфа - Ufa International Airport (UFA)","Оренбург - Orenburg Central Airport (REN)","08","659","2058800.00","13682","few"
"Уфа - Ufa International Airport (UFA)","Оренбург - Orenburg Central Airport (REN)","07","1376","4299800.00","13682","few"
"Уфа - Ufa International Airport (UFA)","Оренбург - Orenburg Central Airport (REN)","06","1310","4093700.00","13682","few"
"Уфа - Ufa International Airport (UFA)","Оренбург - Orenburg Central Airport (REN)","05","298","930100.00","13682","few"
"Санкт-Петербург - Pulkovo Airport (LED)","Оренбург - Orenburg Central Airport (REN)","06","288","5193000.00","13682","few"
"Москва - Vnukovo International Airport (VKO)","Оренбург - Orenburg Central Airport (REN)","08","919","14589000.00","13682","few"
"Москва - Vnukovo International Airport (VKO)","Оренбург - Orenburg Central Airport (REN)","07","1885","29701400.00","13682","few"
"Москва - Vnukovo International Airport (VKO)","Оренбург - Orenburg Central Airport (REN)","06","1813","28959300.00","13682","few"
"Москва - Vnukovo International Airport (VKO)","Оренбург - Orenburg Central Airport (REN)","05","822","13142700.00","13682","few"
"Бугульма - Bugulma Airport (UUA)","Оренбург - Orenburg Central Airport (REN)","06","1269","4607600.00","13682","few"
"Бугульма - Bugulma Airport (UUA)","Оренбург - Orenburg Central Airport (REN)","08","637","2312800.00","13682","few"
"Москва - Domodedovo International Airport (DME)","Пенза - Penza Airport (PEZ)","07","197","1044100.00","1099","very few"
"Москва - Domodedovo International Airport (DME)","Пенза - Penza Airport (PEZ)","06","181","959300.00","1099","very few"
"Москва - Sheremetyevo International Airport (SVO)","Пенза - Penza Airport (PEZ)","05","78","452400.00","1099","very few"
"Москва - Sheremetyevo International Airport (SVO)","Пенза - Penza Airport (PEZ)","06","188","1090400.00","1099","very few"
"Москва - Sheremetyevo International Airport (SVO)","Пенза - Penza Airport (PEZ)","07","199","1154200.00","1099","very few"
"Москва - Domodedovo International Airport (DME)","Пенза - Penza Airport (PEZ)","05","77","408100.00","1099","very few"
"Москва - Sheremetyevo International Airport (SVO)","Пенза - Penza Airport (PEZ)","08","91","527800.00","1099","very few"
"Москва - Domodedovo International Airport (DME)","Пенза - Penza Airport (PEZ)","08","88","466400.00","1099","very few"
"Москва - Vnukovo International Airport (VKO)","Пермь - Bolshoye Savino Airport (PEE)","05","3863","55544300.00","58178","great"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Пермь - Bolshoye Savino Airport (PEE)","08","908","19842500.00","58178","great"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Пермь - Bolshoye Savino Airport (PEE)","07","1842","40190500.00","58178","great"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Пермь - Bolshoye Savino Airport (PEE)","06","1765","39133200.00","58178","great"
"Минеральные Воды - Mineralnyye Vody Airport (MRV)","Пермь - Bolshoye Savino Airport (PEE)","05","636","13999200.00","58178","great"
"Новосибирск - Tolmachevo Airport (OVB)","Пермь - Bolshoye Savino Airport (PEE)","05","748","16763000.00","58178","great"
"Новосибирск - Tolmachevo Airport (OVB)","Пермь - Bolshoye Savino Airport (PEE)","06","3141","70218900.00","58178","great"
"Новосибирск - Tolmachevo Airport (OVB)","Пермь - Bolshoye Savino Airport (PEE)","07","3264","72891200.00","58178","great"
"Новосибирск - Tolmachevo Airport (OVB)","Пермь - Bolshoye Savino Airport (PEE)","08","1580","35347500.00","58178","great"
